,1,2,0,-1,all,perc_1,perc_0,perc_2,perc_-1
husband,312.0,0.0,4.0,1.0,317,98.42271293375394,1.2618296529968454,0.0,0.31545741324921134
hope,72.0,7.0,7.0,9.0,95,75.78947368421053,7.368421052631578,7.368421052631578,9.473684210526317
people,454.0,28.0,65.0,57.0,604,75.16556291390728,10.76158940397351,4.635761589403973,9.437086092715232
vocal,1.0,0.0,0.0,0.0,1,100.0,0.0,0.0,0.0
also,117.0,2.0,24.0,6.0,149,78.52348993288591,16.10738255033557,1.342281879194631,4.026845637583892
powering,1.0,0.0,0.0,0.0,1,100.0,0.0,0.0,0.0
homes,4.0,0.0,4.0,0.0,8,50.0,50.0,0.0,0.0
renewable,24.0,4.0,0.0,1.0,29,82.75862068965517,0.0,13.793103448275861,3.4482758620689653
energy,113.0,101.0,23.0,9.0,246,45.9349593495935,9.34959349593496,41.05691056910569,3.6585365853658534
goodenergy,2.0,0.0,0.0,0.0,2,100.0,0.0,0.0,0.0
alifaith,1.0,0.0,0.0,0.0,1,100.0,0.0,0.0,0.0
oh,30.0,0.0,11.0,13.0,54,55.55555555555556,20.37037037037037,0.0,24.074074074074073
godtrumps,1.0,0.0,0.0,0.0,1,100.0,0.0,0.0,0.0
government,66.0,55.0,12.0,9.0,142,46.478873239436616,8.450704225352112,38.732394366197184,6.338028169014084
removes,4.0,18.0,1.0,0.0,23,17.391304347826086,4.3478260869565215,78.26086956521739,0.0
page,22.0,29.0,11.0,0.0,62,35.483870967741936,17.741935483870968,46.774193548387096,0.0
website,41.0,64.0,7.0,3.0,115,35.65217391304348,6.086956521739131,55.65217391304348,2.608695652173913
hours,3.0,9.0,4.0,0.0,16,18.75,25.0,56.25,0.0
ahead,9.0,29.0,1.0,5.0,44,20.454545454545457,2.272727272727273,65.9090909090909,11.363636363636363
climatemarchurlweb,1.0,0.0,0.0,0.0,1,100.0,0.0,0.0,0.0
glblctzn,6.0,1.0,3.0,0.0,10,60.0,30.0,10.0,0.0
wan,27.0,3.0,5.0,0.0,35,77.14285714285715,14.285714285714285,8.571428571428571,0.0
na,66.0,3.0,30.0,2.0,101,65.34653465346535,29.7029702970297,2.9702970297029703,1.9801980198019802
live,35.0,11.0,8.0,0.0,54,64.81481481481481,14.814814814814813,20.37037037037037,0.0
forever,1.0,0.0,2.0,2.0,5,20.0,40.0,0.0,40.0
nothing,56.0,5.0,15.0,20.0,96,58.333333333333336,15.625,5.208333333333334,20.833333333333336
taylorswift,1.0,0.0,0.0,0.0,1,100.0,0.0,0.0,0.0
zaynmalik,1.0,0.0,0.0,0.0,1,100.0,0.0,0.0,0.0
jackholmes,1.0,0.0,0.0,0.0,1,100.0,0.0,0.0,0.0
issues,49.0,25.0,11.0,4.0,89,55.0561797752809,12.359550561797752,28.08988764044944,4.49438202247191
scrubbed,1.0,3.0,0.0,0.0,4,25.0,0.0,75.0,0.0
civil,13.0,5.0,4.0,4.0,26,50.0,15.384615384615385,19.230769230769234,15.384615384615385
rights,82.0,21.0,13.0,6.0,122,67.21311475409836,10.655737704918032,17.21311475409836,4.918032786885246
lgbt,25.0,7.0,3.0,0.0,35,71.42857142857143,8.571428571428571,20.0,0.0
healthcare,23.0,5.0,4.0,2.0,34,67.64705882352942,11.76470588235294,14.705882352941178,5.88235294117647
patagonia,6.0,0.0,0.0,0.0,6,100.0,0.0,0.0,0.0
elected,70.0,3.0,1.0,0.0,74,94.5945945945946,1.3513513513513513,4.054054054054054,0.0
leaders,46.0,58.0,5.0,27.0,136,33.82352941176471,3.6764705882352944,42.64705882352941,19.852941176470587
fail,13.0,0.0,3.0,2.0,18,72.22222222222221,16.666666666666664,0.0,11.11111111111111
approach,18.0,18.0,0.0,0.0,36,50.0,0.0,50.0,0.0
environment,108.0,76.0,11.0,3.0,198,54.54545454545454,5.555555555555555,38.38383838383838,1.5151515151515151
amp,659.0,35.0,101.0,84.0,879,74.97155858930603,11.490329920364049,3.981797497155859,9.556313993174061
serious,47.0,5.0,5.0,4.0,61,77.04918032786885,8.19672131147541,8.19672131147541,6.557377049180328
worthy,5.0,0.0,0.0,0.0,5,100.0,0.0,0.0,0.0
urgency,10.0,2.0,0.0,0.0,12,83.33333333333334,0.0,16.666666666666664,0.0
action,202.0,57.0,20.0,2.0,281,71.88612099644128,7.11743772241993,20.284697508896798,0.7117437722419928
wi,14.0,1.0,1.0,0.0,16,87.5,6.25,6.25,0.0
sensanders,248.0,0.0,2.0,7.0,257,96.49805447470817,0.7782101167315175,0.0,2.7237354085603114
presidentelect,193.0,16.0,5.0,0.0,214,90.18691588785047,2.336448598130841,7.476635514018691,0.0
millions,154.0,9.0,2.0,4.0,169,91.12426035502959,1.183431952662722,5.325443786982249,2.366863905325444
say,246.0,66.0,33.0,26.0,371,66.30727762803235,8.89487870619946,17.78975741239892,7.008086253369273
mr,151.0,1.0,4.0,6.0,162,93.20987654320987,2.4691358024691357,0.6172839506172839,3.7037037037037033
ccities,21.0,1.0,0.0,0.0,22,95.45454545454545,0.0,4.545454545454546,0.0
c,57.0,15.0,28.0,10.0,110,51.81818181818182,25.454545454545453,13.636363636363635,9.090909090909092
mayors,6.0,6.0,0.0,0.0,12,50.0,0.0,50.0,0.0
representing,3.0,0.0,0.0,0.0,3,100.0,0.0,0.0,0.0
citizens,16.0,4.0,0.0,0.0,20,80.0,0.0,20.0,0.0
urged,1.0,14.0,0.0,0.0,15,6.666666666666667,0.0,93.33333333333333,0.0
g,22.0,52.0,7.0,2.0,83,26.506024096385545,8.433734939759036,62.65060240963856,2.4096385542168677
saveourplanet,1.0,0.0,0.0,0.0,1,100.0,0.0,0.0,0.0
worldwildlife,10.0,1.0,0.0,0.0,11,90.9090909090909,0.0,9.090909090909092,0.0
impacts,73.0,14.0,5.0,0.0,92,79.34782608695652,5.434782608695652,15.217391304347828,0.0
wildlife,12.0,8.0,0.0,0.0,20,60.0,0.0,40.0,0.0
cop,83.0,19.0,8.0,0.0,110,75.45454545454545,7.2727272727272725,17.272727272727273,0.0
earthtomarrakech,9.0,0.0,0.0,0.0,9,100.0,0.0,0.0,0.0
urlwebscientists,1.0,1.0,0.0,0.0,2,50.0,0.0,50.0,0.0
wiped,5.0,1.0,0.0,1.0,7,71.42857142857143,0.0,14.285714285714285,14.285714285714285
entire,31.0,12.0,1.0,2.0,46,67.3913043478261,2.1739130434782608,26.08695652173913,4.3478260869565215
underwater,15.0,3.0,0.0,14.0,32,46.875,0.0,9.375,43.75
ecosystem,8.0,1.0,1.0,0.0,10,80.0,10.0,10.0,0.0
againclimate,1.0,0.0,0.0,0.0,1,100.0,0.0,0.0,0.0
tammygrubb,1.0,0.0,0.0,0.0,1,100.0,0.0,0.0,0.0
obama,44.0,78.0,8.0,41.0,171,25.730994152046783,4.678362573099415,45.614035087719294,23.976608187134502
raises,3.0,4.0,0.0,0.0,7,42.857142857142854,0.0,57.14285714285714,0.0
better,49.0,3.0,9.0,5.0,66,74.24242424242425,13.636363636363635,4.545454545454546,7.575757575757576
vote,81.0,5.0,8.0,3.0,97,83.50515463917526,8.24742268041237,5.154639175257731,3.0927835051546393
candidates,5.0,2.0,0.0,0.0,7,71.42857142857143,0.0,28.57142857142857,0.0
science,237.0,94.0,29.0,78.0,438,54.109589041095894,6.621004566210045,21.461187214611872,17.80821917808219
obamaunc,1.0,0.0,0.0,0.0,1,100.0,0.0,0.0,0.0
hate,21.0,0.0,9.0,1.0,31,67.74193548387096,29.03225806451613,0.0,3.225806451612903
mental,4.0,13.0,2.0,2.0,21,19.047619047619047,9.523809523809524,61.904761904761905,9.523809523809524
health,75.0,34.0,7.0,1.0,117,64.1025641025641,5.982905982905983,29.059829059829063,0.8547008547008548
pretty,17.0,1.0,9.0,2.0,29,58.620689655172406,31.03448275862069,3.4482758620689653,6.896551724137931
low,8.0,2.0,0.0,1.0,11,72.72727272727273,0.0,18.181818181818183,9.090909090909092
menu,2.0,0.0,1.0,0.0,3,66.66666666666666,33.33333333333333,0.0,0.0
hits,9.0,7.0,2.0,3.0,21,42.857142857142854,9.523809523809524,33.33333333333333,14.285714285714285
food,47.0,20.0,5.0,11.0,83,56.62650602409639,6.024096385542169,24.096385542168676,13.253012048192772
production,16.0,1.0,0.0,0.0,17,94.11764705882352,0.0,5.88235294117647,0.0
hey,38.0,0.0,17.0,11.0,66,57.57575757575758,25.757575757575758,0.0,16.666666666666664
michaels,1.0,0.0,0.0,0.0,1,100.0,0.0,0.0,0.0
vetted,1.0,0.0,0.0,0.0,1,100.0,0.0,0.0,0.0
approved,2.0,1.0,0.0,0.0,3,66.66666666666666,0.0,33.33333333333333,0.0
marketbased,2.0,0.0,0.0,0.0,2,100.0,0.0,0.0,0.0
strategies,6.0,0.0,0.0,0.0,6,100.0,0.0,0.0,0.0
tackling,35.0,23.0,2.0,0.0,60,58.333333333333336,3.3333333333333335,38.333333333333336,0.0
supported,7.0,1.0,1.0,2.0,11,63.63636363636363,9.090909090909092,9.090909090909092,18.181818181818183
majority,29.0,5.0,1.0,1.0,36,80.55555555555556,2.7777777777777777,13.88888888888889,2.7777777777777777
cdns,1.0,1.0,0.0,1.0,3,33.33333333333333,0.0,33.33333333333333,33.33333333333333
cdnpoli,5.0,3.0,2.0,1.0,11,45.45454545454545,18.181818181818183,27.27272727272727,9.090909090909092
startalkradio,1.0,0.0,0.0,0.0,1,100.0,0.0,0.0,0.0
first,126.0,26.0,17.0,11.0,180,70.0,9.444444444444445,14.444444444444443,6.111111111111111
public,42.0,20.0,7.0,1.0,70,60.0,10.0,28.57142857142857,1.4285714285714286
understands,13.0,0.0,1.0,0.0,14,92.85714285714286,7.142857142857142,0.0,0.0
congress,18.0,8.0,4.0,0.0,30,60.0,13.333333333333334,26.666666666666668,0.0
johnholdren,1.0,0.0,0.0,0.0,1,100.0,0.0,0.0,0.0
corybooker,3.0,0.0,0.0,0.0,3,100.0,0.0,0.0,0.0
neiltyson,8.0,0.0,0.0,2.0,10,80.0,0.0,0.0,20.0
explain,29.0,1.0,16.0,12.0,58,50.0,27.586206896551722,1.7241379310344827,20.689655172413794
htt,129.0,9.0,14.0,7.0,159,81.13207547169812,8.80503144654088,5.660377358490567,4.40251572327044
honey,5.0,0.0,0.0,1.0,6,83.33333333333334,0.0,0.0,16.666666666666664
guide,2.0,9.0,0.0,0.0,11,18.181818181818183,0.0,81.81818181818183,0.0
paris,58.0,110.0,18.0,13.0,199,29.145728643216078,9.045226130653267,55.27638190954774,6.532663316582915
pact,6.0,38.0,1.0,0.0,45,13.333333333333334,2.2222222222222223,84.44444444444444,0.0
us,446.0,293.0,101.0,63.0,903,49.390919158361015,11.184939091915837,32.44739756367663,6.976744186046512
role,39.0,36.0,6.0,2.0,83,46.98795180722892,7.228915662650602,43.373493975903614,2.4096385542168677
demforce,1.0,1.0,0.0,0.0,2,50.0,0.0,50.0,0.0
theresistance,7.0,0.0,0.0,0.0,7,100.0,0.0,0.0,0.0
uniteblue,2.0,0.0,0.0,0.0,2,100.0,0.0,0.0,0.0
ignores,8.0,2.0,0.0,3.0,13,61.53846153846154,0.0,15.384615384615385,23.076923076923077
basic,7.0,2.0,0.0,1.0,10,70.0,0.0,20.0,10.0
bgr,1.0,0.0,0.0,0.0,1,100.0,0.0,0.0,0.0
china,105.0,143.0,26.0,2.0,276,38.04347826086957,9.420289855072465,51.81159420289855,0.7246376811594203
practically,1.0,0.0,0.0,0.0,1,100.0,0.0,0.0,0.0
says,125.0,241.0,45.0,19.0,430,29.069767441860467,10.465116279069768,56.04651162790698,4.4186046511627906
trump,890.0,825.0,148.0,57.0,1920,46.35416666666667,7.708333333333334,42.96875,2.96875
lied,9.0,2.0,0.0,0.0,11,81.81818181818183,0.0,18.181818181818183,0.0
berniesanders,124.0,2.0,1.0,4.0,131,94.65648854961832,0.7633587786259541,1.5267175572519083,3.0534351145038165
imvotingbecause,62.0,0.0,0.0,0.0,62,100.0,0.0,0.0,0.0
future,155.0,16.0,8.0,5.0,184,84.23913043478261,4.3478260869565215,8.695652173913043,2.717391304347826
planet,186.0,12.0,10.0,7.0,215,86.51162790697674,4.651162790697675,5.5813953488372094,3.255813953488372
stake,70.0,1.0,0.0,0.0,71,98.59154929577466,0.0,1.4084507042253522,0.0
hillary,85.0,1.0,12.0,9.0,107,79.43925233644859,11.214953271028037,0.9345794392523363,8.411214953271028
clinton,81.0,8.0,12.0,4.0,105,77.14285714285715,11.428571428571429,7.6190476190476195,3.8095238095238098
combat,133.0,29.0,6.0,5.0,173,76.878612716763,3.4682080924855487,16.76300578034682,2.8901734104046244
donald,196.0,166.0,19.0,6.0,387,50.64599483204134,4.909560723514212,42.89405684754522,1.550387596899225
thinks,219.0,12.0,13.0,5.0,249,87.95180722891565,5.220883534136546,4.819277108433735,2.0080321285140563
deborahehart,1.0,0.0,0.0,0.0,1,100.0,0.0,0.0,0.0
toxic,4.0,2.0,1.0,0.0,7,57.14285714285714,14.285714285714285,28.57142857142857,0.0
soils,11.0,4.0,0.0,0.0,15,73.33333333333333,0.0,26.666666666666668,0.0
aquifers,1.0,0.0,0.0,0.0,1,100.0,0.0,0.0,0.0
vast,4.0,2.0,0.0,0.0,6,66.66666666666666,0.0,33.33333333333333,0.0
amts,1.0,0.0,0.0,0.0,1,100.0,0.0,0.0,0.0
wasted,6.0,4.0,0.0,4.0,14,42.857142857142854,0.0,28.57142857142857,28.57142857142857
waste,31.0,16.0,3.0,8.0,58,53.44827586206896,5.172413793103448,27.586206896551722,13.793103448275861
water,90.0,25.0,13.0,3.0,131,68.70229007633588,9.923664122137405,19.083969465648856,2.2900763358778624
runaway,5.0,0.0,1.0,0.0,6,83.33333333333334,16.666666666666664,0.0,0.0
part,60.0,5.0,13.0,8.0,86,69.76744186046511,15.11627906976744,5.813953488372093,9.30232558139535
gas,21.0,11.0,4.0,4.0,40,52.5,10.0,27.500000000000004,10.0
fracking,14.0,2.0,0.0,1.0,17,82.35294117647058,0.0,11.76470588235294,5.88235294117647
bettybowers,1.0,0.0,0.0,0.0,1,100.0,0.0,0.0,0.0
america,112.0,22.0,9.0,14.0,157,71.3375796178344,5.7324840764331215,14.012738853503185,8.9171974522293
unproven,1.0,0.0,0.0,4.0,5,20.0,0.0,0.0,80.0
sure,29.0,1.0,11.0,7.0,48,60.416666666666664,22.916666666666664,2.083333333333333,14.583333333333334
guy,41.0,1.0,11.0,9.0,62,66.12903225806451,17.741935483870968,1.6129032258064515,14.516129032258066
called,52.0,19.0,20.0,14.0,105,49.523809523809526,19.047619047619047,18.095238095238095,13.333333333333334
noah,2.0,0.0,0.0,0.0,2,100.0,0.0,0.0,0.0
fit,3.0,1.0,3.0,2.0,9,33.33333333333333,33.33333333333333,11.11111111111111,22.22222222222222
worlds,50.0,39.0,1.0,4.0,94,53.191489361702125,1.0638297872340425,41.48936170212766,4.25531914893617
animals,25.0,3.0,4.0,3.0,35,71.42857142857143,11.428571428571429,8.571428571428571,8.571428571428571
hi,7.0,0.0,5.0,1.0,13,53.84615384615385,38.46153846153847,0.0,7.6923076923076925
foramerica,1.0,0.0,0.0,0.0,1,100.0,0.0,0.0,0.0
protested,1.0,0.0,0.0,0.0,1,100.0,0.0,0.0,0.0
support,59.0,9.0,14.0,9.0,91,64.83516483516483,15.384615384615385,9.89010989010989,9.89010989010989
womansmarch,1.0,0.0,0.0,0.0,1,100.0,0.0,0.0,0.0
help,126.0,42.0,9.0,6.0,183,68.85245901639344,4.918032786885246,22.950819672131146,3.278688524590164
https,277.0,80.0,36.0,25.0,418,66.26794258373205,8.61244019138756,19.138755980861244,5.980861244019139
thedailybeast,4.0,1.0,0.0,0.0,5,80.0,0.0,20.0,0.0
trumps,191.0,239.0,24.0,8.0,462,41.34199134199134,5.194805194805195,51.73160173160173,1.7316017316017316
denial,124.0,9.0,10.0,2.0,145,85.51724137931035,6.896551724137931,6.206896551724138,1.3793103448275863
could,137.0,133.0,25.0,6.0,301,45.51495016611295,8.305647840531561,44.18604651162791,1.9933554817275747
cost,26.0,13.0,4.0,4.0,47,55.319148936170215,8.51063829787234,27.659574468085108,8.51063829787234
trillion,5.0,6.0,0.0,7.0,18,27.77777777777778,0.0,33.33333333333333,38.88888888888889
anyone,30.0,3.0,9.0,10.0,52,57.692307692307686,17.307692307692307,5.769230769230769,19.230769230769234
supports,17.0,2.0,0.0,2.0,21,80.95238095238095,0.0,9.523809523809524,9.523809523809524
view,25.0,4.0,7.0,0.0,36,69.44444444444444,19.444444444444446,11.11111111111111,0.0
non,1.0,1.0,4.0,1.0,7,14.285714285714285,57.14285714285714,14.285714285714285,14.285714285714285
polluter,6.0,1.0,1.0,0.0,8,75.0,12.5,12.5,0.0
cronie,1.0,0.0,0.0,0.0,1,100.0,0.0,0.0,0.0
please,77.0,1.0,16.0,7.0,101,76.23762376237624,15.841584158415841,0.9900990099009901,6.9306930693069315
step,24.0,6.0,2.0,0.0,32,75.0,6.25,18.75,0.0
forward,23.0,6.0,3.0,0.0,32,71.875,9.375,18.75,0.0
resist,18.0,2.0,0.0,2.0,22,81.81818181818183,0.0,9.090909090909092,9.090909090909092
impeach,3.0,0.0,0.0,0.0,3,100.0,0.0,0.0,0.0
hes,78.0,9.0,78.0,7.0,172,45.348837209302324,45.348837209302324,5.232558139534884,4.069767441860465
president,207.0,100.0,18.0,10.0,335,61.791044776119406,5.3731343283582085,29.850746268656714,2.9850746268656714
united,45.0,13.0,7.0,0.0,65,69.23076923076923,10.76923076923077,20.0,0.0
states,68.0,31.0,5.0,3.0,107,63.55140186915887,4.672897196261682,28.971962616822427,2.803738317757009
fuck,29.0,0.0,21.0,14.0,64,45.3125,32.8125,0.0,21.875
kelkulus,11.0,0.0,0.0,0.0,11,100.0,0.0,0.0,0.0
irony,13.0,0.0,4.0,1.0,18,72.22222222222221,22.22222222222222,0.0,5.555555555555555
florida,60.0,5.0,2.0,0.0,67,89.55223880597015,2.9850746268656714,7.462686567164178,0.0
state,48.0,48.0,5.0,5.0,106,45.28301886792453,4.716981132075472,45.28301886792453,4.716981132075472
danger,26.0,6.0,2.0,1.0,35,74.28571428571429,5.714285714285714,17.142857142857142,2.857142857142857
washed,13.0,2.0,0.0,0.0,15,86.66666666666667,0.0,13.333333333333334,0.0
away,30.0,11.0,11.0,10.0,62,48.38709677419355,17.741935483870968,17.741935483870968,16.129032258064516
due,112.0,59.0,21.0,26.0,218,51.37614678899083,9.63302752293578,27.06422018348624,11.926605504587156
rising,44.0,6.0,5.0,2.0,57,77.19298245614034,8.771929824561402,10.526315789473683,3.508771929824561
sea,68.0,32.0,10.0,6.0,116,58.620689655172406,8.620689655172415,27.586206896551722,5.172413793103448
levels,40.0,17.0,6.0,3.0,66,60.60606060606061,9.090909090909092,25.757575757575758,4.545454545454546
denies,85.0,22.0,2.0,3.0,112,75.89285714285714,1.7857142857142856,19.642857142857142,2.6785714285714284
greenpeaceeasia,1.0,0.0,0.0,0.0,1,100.0,0.0,0.0,0.0
pollution,46.0,14.0,6.0,3.0,69,66.66666666666666,8.695652173913043,20.28985507246377,4.3478260869565215
india,20.0,25.0,3.0,0.0,48,41.66666666666667,6.25,52.083333333333336,0.0
reached,6.0,5.0,1.0,1.0,13,46.15384615384615,7.6923076923076925,38.46153846153847,7.6923076923076925
stratosphere,1.0,0.0,0.0,0.0,1,100.0,0.0,0.0,0.0
speed,6.0,2.0,1.0,1.0,10,60.0,10.0,20.0,10.0
unep,18.0,7.0,1.0,0.0,26,69.23076923076923,3.8461538461538463,26.923076923076923,0.0
citiesclimfin,1.0,0.0,0.0,0.0,1,100.0,0.0,0.0,0.0
lays,2.0,0.0,0.0,0.0,2,100.0,0.0,0.0,0.0
cities,69.0,29.0,1.0,3.0,102,67.64705882352942,0.9803921568627451,28.431372549019606,2.941176470588235
subnational,1.0,0.0,1.0,0.0,2,50.0,50.0,0.0,0.0
bodies,2.0,1.0,0.0,0.0,3,66.66666666666666,0.0,33.33333333333333,0.0
finance,1.0,3.0,0.0,0.0,4,25.0,0.0,75.0,0.0
solutions,41.0,7.0,3.0,2.0,53,77.35849056603774,5.660377358490567,13.20754716981132,3.7735849056603774
hoax,318.0,45.0,30.0,50.0,443,71.78329571106094,6.772009029345373,10.15801354401806,11.286681715575622
though,16.0,0.0,6.0,2.0,24,66.66666666666666,25.0,0.0,8.333333333333332
two,21.0,7.0,11.0,6.0,45,46.666666666666664,24.444444444444443,15.555555555555555,13.333333333333334
cents,2.0,1.0,0.0,0.0,3,66.66666666666666,0.0,33.33333333333333,0.0
political,50.0,9.0,8.0,9.0,76,65.78947368421053,10.526315789473683,11.842105263157894,11.842105263157894
leadership,29.0,10.0,3.0,1.0,43,67.44186046511628,6.976744186046512,23.25581395348837,2.3255813953488373
era,5.0,6.0,2.0,0.0,13,38.46153846153847,15.384615384615385,46.15384615384615,0.0
